,exchange,combo,pom,eod
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXREALTY', 'NSEBANK']",0.7974683544303798,0.7848101265822784
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXENERGY', 'CNXFMCG']",0.7051282051282052,0.7307692307692307
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXENERGY', 'CNXINFRA']",0.717948717948718,0.8076923076923077
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXENERGY', 'CNXIT']",0.7307692307692307,0.717948717948718
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXENERGY', 'CNXMEDIA']",0.7435897435897436,0.717948717948718
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXENERGY', 'CNXREALTY']",0.7435897435897436,0.717948717948718
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXENERGY', 'NSEBANK']",0.7215189873417721,0.7215189873417721
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXFMCG', 'CNXINFRA']",0.7692307692307693,0.7564102564102564
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXFMCG', 'CNXIT']",0.6794871794871795,0.7564102564102564
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXFMCG', 'CNXMEDIA']",0.7564102564102564,0.8076923076923077
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXFMCG', 'CNXREALTY']",0.7435897435897436,0.782051282051282
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXFMCG', 'NSEBANK']",0.7341772151898734,0.7848101265822784
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXINFRA', 'CNXIT']",0.717948717948718,0.7564102564102564
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXINFRA', 'CNXMEDIA']",0.7307692307692307,0.7435897435897436
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXINFRA', 'CNXREALTY']",0.7307692307692307,0.7435897435897436
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXINFRA', 'NSEBANK']",0.6835443037974683,0.7468354430379747
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXIT', 'CNXMEDIA']",0.7307692307692307,0.7948717948717948
